bedrooms,bathrooms,size_sqm,plot_size_sqm,age_years,distance_to_cbd_km,gated_community,has_pool,has_garage,has_backup_power,has_borehole,price_ghs,city_Cape Coast,city_Kumasi,city_Takoradi,city_Tamale,city_Tema,property_type_Detached House,property_type_Semi-Detached,property_type_Townhouse,price_per_sqm_proxy,total_rooms,is_far_from_cbd
4,4,214.0,264.7,13,5.86,0,0,1,0,1,2472183.25,False,False,False,False,False,False,False,True,214.0,8,0
3,3,188.6,432.0,12,4.65,0,0,1,0,0,2282256.82,False,False,False,False,False,True,False,False,188.6,6,0
3,3,186.8,433.2,24,38.42,0,1,0,0,1,1022897.75,False,False,False,False,False,True,False,False,186.8,6,1
4,4,229.5,302.7,28,12.16,1,0,0,1,1,839647.65,False,False,False,True,False,True,False,False,229.5,8,0
3,2,157.3,0.0,3,3.71,0,0,1,0,1,1508830.77,False,False,False,False,False,False,False,False,157.3,5,0
1,1,131.4,322.9,21,14.94,0,0,0,1,1,856573.55,False,False,False,False,False,False,False,True,131.4,2,0
3,3,166.6,0.0,7,32.54,1,0,0,0,0,953808.73,False,False,False,False,False,False,False,False,166.6,6,1
3,2,183.0,0.0,19,10.85,0,0,1,0,1,1188414.51,False,False,False,False,False,False,False,False,183.0,5,0
4,3,188.7,364.2,2,5.27,1,0,0,0,1,1546179.81,False,False,True,False,False,True,False,False,188.7,7,0
5,5,233.6,0.0,8,9.12,0,0,0,0,0,1189311.27,False,False,False,False,True,False,False,False,233.6,10,0
4,4,230.6,455.1,29,12.98,1,1,0,1,0,859351.77,True,False,False,False,False,False,False,True,230.6,8,0
4,4,208.7,0.0,26,17.89,1,0,0,1,1,463978.49,True,False,False,False,False,False,False,False,208.7,8,1
4,3,253.1,596.7,1,2.86,0,0,0,0,0,2041832.15,False,True,False,False,False,True,False,False,253.1,7,0
4,4,278.0,657.8,29,5.93,0,0,0,0,0,953319.91,True,False,False,False,False,True,False,False,278.0,8,0
3,2,200.6,0.0,8,4.2,0,0,0,0,0,625409.69,False,False,False,True,False,False,False,False,200.6,5,0
3,2,197.0,240.5,9,2.8,1,1,1,0,1,1223980.15,False,False,True,False,False,False,False,True,197.0,5,0
4,3,155.7,345.4,4,10.62,0,1,1,0,0,655905.98,True,False,False,False,False,False,False,True,155.7,7,0
3,3,167.0,239.2,7,0.69,0,0,0,1,1,711917.67,False,False,False,True,False,False,False,True,167.0,6,0
3,3,138.4,316.6,23,2.06,0,0,0,0,0,1095100.66,False,False,False,False,False,False,True,False,138.4,6,0
3,3,211.8,373.0,27,1.47,0,0,1,1,0,1516568.46,False,False,False,False,False,False,False,True,211.8,6,0
4,3,168.5,304.1,21,1.88,1,0,1,0,0,1833420.16,False,False,False,False,False,True,False,False,168.5,7,0
3,2,214.3,0.0,5,2.81,0,0,1,0,0,1109373.05,False,True,False,False,False,False,False,False,214.3,5,0
5,5,221.1,484.0,5,12.01,1,1,1,0,0,2219565.57,False,False,False,False,True,True,False,False,221.1,10,0
5,5,279.3,393.4,1,28.78,0,1,1,0,1,2678724.33,False,False,False,False,False,True,False,False,279.3,10,1
3,2,151.0,308.7,7,3.52,0,0,0,1,0,1004442.5,False,True,False,False,False,False,False,True,151.0,5,0
2,1,117.2,179.7,23,10.49,0,0,1,1,0,302468.14,False,False,False,True,False,False,False,True,117.2,3,0
4,3,204.7,271.5,16,1.21,0,1,1,1,1,1384539.57,False,True,False,False,False,True,False,False,204.7,7,0
4,4,247.2,324.0,26,11.92,0,0,1,0,0,1031007.88,False,False,True,False,False,True,False,False,247.2,8,0
3,3,150.3,200.7,20,20.35,0,0,1,0,1,490006.18,False,False,True,False,False,False,False,True,150.3,6,1
4,3,250.3,0.0,7,5.62,0,0,1,0,0,1085881.51,False,True,False,False,False,False,False,False,250.3,7,0
6,6,289.0,715.6,11,4.7,0,0,0,0,1,1213038.68,False,False,False,True,False,False,False,True,289.0,12,0
6,5,285.5,655.6,22,6.13,0,1,1,0,0,1172527.44,False,False,False,True,False,True,False,False,285.5,11,0
4,3,148.5,0.0,9,1.41,0,0,1,0,1,880849.24,False,False,False,False,True,False,False,False,148.5,7,0
5,4,261.6,326.4,2,18.69,0,0,0,0,1,2157363.09,False,False,False,False,False,False,False,True,261.6,9,1
3,2,194.0,0.0,19,5.42,0,0,0,0,1,436274.9,False,False,False,True,False,False,False,False,194.0,5,0
3,3,137.1,247.1,20,11.46,0,0,0,1,1,751434.26,False,False,False,False,True,True,False,False,137.1,6,0
4,3,201.5,363.4,18,2.7,1,0,1,0,1,1376441.92,False,False,False,False,True,False,False,True,201.5,7,0
5,4,260.0,0.0,17,32.49,0,0,1,0,1,1300374.82,False,False,False,False,False,False,False,False,260.0,9,1
4,4,233.6,0.0,15,8.11,0,0,0,1,0,858675.36,False,False,True,False,False,False,False,False,233.6,8,0
3,3,192.8,0.0,23,1.07,1,0,1,1,0,1031880.18,False,False,False,False,True,False,False,False,192.8,6,0
3,3,177.0,0.0,7,5.53,1,0,0,0,1,869937.61,False,True,False,False,False,False,False,False,177.0,6,0
1,1,137.5,265.5,13,6.73,0,0,1,0,0,462250.86,False,False,True,False,False,False,False,True,137.5,2,0
1,1,142.7,0.0,4,6.48,0,0,0,1,0,631400.01,False,True,False,False,False,False,False,False,142.7,2,0
4,4,178.9,423.3,8,1.88,0,1,1,1,0,1583538.13,False,False,False,False,True,True,False,False,178.9,8,0
3,3,155.1,223.6,1,24.36,0,1,1,0,1,1521261.07,False,False,False,False,False,True,False,False,155.1,6,1
2,1,143.5,267.8,20,25.01,1,0,1,0,0,483389.74,False,False,True,False,False,False,False,True,143.5,3,1
5,5,238.0,0.0,3,0.86,0,0,0,0,0,1871017.72,False,False,False,False,False,False,False,False,238.0,10,0
3,3,167.8,293.4,20,4.81,0,0,0,1,0,1390587.15,False,False,False,False,False,False,True,False,167.8,6,0
3,3,158.5,392.1,29,13.48,1,1,0,0,1,1409993.98,False,False,False,False,False,True,False,False,158.5,6,0
4,3,219.1,352.1,17,22.38,0,0,1,1,1,1644421.61,False,False,False,False,False,False,False,True,219.1,7,1
1,1,110.4,150.9,2,0.71,0,1,0,0,0,925157.71,False,False,True,False,False,True,False,False,110.4,2,0
5,5,252.3,0.0,6,14.11,0,0,0,0,1,1669531.26,False,False,False,False,False,False,False,False,252.3,10,0
4,3,181.1,0.0,23,7.5,1,0,1,0,0,1097294.63,False,False,False,False,False,False,False,False,181.1,7,0
4,3,222.0,0.0,29,1.98,0,0,0,0,1,1284210.36,False,False,False,False,False,False,False,False,222.0,7,0
3,3,189.7,282.3,2,11.36,0,0,1,0,1,2161432.11,False,False,False,False,False,True,False,False,189.7,6,0
4,4,237.1,0.0,11,24.48,1,0,0,0,1,882643.01,False,False,False,False,True,False,False,False,237.1,8,1
4,3,199.4,261.7,24,3.95,0,0,1,0,1,757166.68,True,False,False,False,False,False,False,True,199.4,7,0
2,2,86.4,0.0,28,0.94,0,0,0,0,0,267194.29,False,False,True,False,False,False,False,False,86.4,4,0
2,1,141.8,331.7,20,12.35,1,0,1,1,0,1141659.58,False,False,False,False,False,False,True,False,141.8,3,0
6,5,254.1,390.4,24,5.19,0,0,1,0,1,1456924.83,False,True,False,False,False,True,False,False,254.1,11,0
2,2,141.0,0.0,10,5.94,0,0,1,1,0,1153743.27,False,False,False,False,False,False,False,False,141.0,4,0
3,2,152.6,318.4,6,8.05,1,0,1,0,0,1287758.38,False,True,False,False,False,True,False,False,152.6,5,0
6,6,247.9,0.0,4,13.42,1,0,1,1,0,1006998.27,False,True,False,False,False,False,False,False,247.9,12,0
6,6,269.6,530.0,27,6.23,0,1,1,1,0,1847540.26,False,False,False,False,True,True,False,False,269.6,12,0
5,4,290.3,0.0,3,8.96,0,0,0,1,1,1198559.65,False,True,False,False,False,False,False,False,290.3,9,0
4,4,201.0,0.0,0,58.61,1,0,0,1,1,651033.17,False,True,False,False,False,False,False,False,201.0,8,1
4,3,190.0,0.0,11,2.3,0,0,0,0,1,1694807.3,False,False,False,False,False,False,False,False,190.0,7,0
2,2,126.8,163.7,6,3.15,0,0,1,0,0,652065.93,False,False,True,False,False,False,True,False,126.8,4,0
2,1,163.9,357.6,9,1.64,1,0,1,1,0,1692917.98,False,False,False,False,False,False,True,False,163.9,3,0
6,5,320.1,754.9,15,2.14,0,1,0,1,0,1927934.49,False,True,False,False,False,True,False,False,320.1,11,0
6,5,317.7,461.0,25,2.64,0,0,1,0,0,2087188.26,False,False,False,False,True,True,False,False,317.7,11,0
3,3,150.6,246.0,20,11.66,0,0,0,0,0,1168053.98,False,False,False,False,False,False,False,True,150.6,6,0
4,3,255.9,639.3,0,18.64,0,0,1,0,0,954549.03,False,False,False,True,False,True,False,False,255.9,7,1
4,4,171.3,0.0,9,2.52,0,0,0,1,0,1445047.18,False,False,False,False,False,False,False,False,171.3,8,0
3,3,178.1,382.4,5,1.34,1,0,1,0,0,1647569.2,False,True,False,False,False,True,False,False,178.1,6,0
2,2,141.9,259.5,18,7.3,1,0,1,0,1,1673861.63,False,False,False,False,False,True,False,False,141.9,4,0
6,5,246.2,0.0,2,16.4,1,0,0,1,0,956243.78,False,True,False,False,False,False,False,False,246.2,11,1
4,3,183.3,0.0,21,0.53,0,0,0,1,0,1221096.13,False,False,False,False,False,False,False,False,183.3,7,0
1,1,78.9,0.0,29,15.41,0,0,0,1,0,308307.55,False,False,False,False,False,False,False,False,78.9,2,1
3,2,159.7,205.4,21,29.1,1,0,1,0,1,624068.75,False,True,False,False,False,True,False,False,159.7,5,1
3,3,187.1,0.0,3,4.95,0,0,0,0,1,1812991.88,False,False,False,False,False,False,False,False,187.1,6,0
3,3,152.9,0.0,22,5.39,0,0,0,0,1,879704.82,False,False,False,False,False,False,False,False,152.9,6,0
5,5,239.4,535.4,16,2.03,0,0,0,0,0,1925073.58,False,False,False,False,False,True,False,False,239.4,10,0
2,2,141.3,0.0,7,1.51,0,0,0,1,0,777884.8,False,False,False,False,True,False,False,False,141.3,4,0
3,3,217.1,0.0,16,2.41,0,0,0,0,1,660770.61,False,False,False,True,False,False,False,False,217.1,6,0
3,3,141.7,188.5,20,0.96,1,0,1,1,0,450391.47,False,False,False,True,False,False,False,True,141.7,6,0
3,2,180.4,0.0,8,8.26,0,0,0,0,1,613173.42,True,False,False,False,False,False,False,False,180.4,5,0
5,4,245.7,0.0,24,6.45,1,0,0,1,0,840466.95,False,True,False,False,False,False,False,False,245.7,9,0
2,2,141.2,0.0,29,2.78,1,0,0,0,1,793042.72,False,False,False,False,True,False,False,False,141.2,4,0
6,5,289.0,0.0,18,1.58,1,0,0,0,1,1046268.87,False,True,False,False,False,False,False,False,289.0,11,0
5,4,284.7,688.3,29,22.01,1,0,0,0,1,1487098.3,False,False,False,False,False,True,False,False,284.7,9,1
3,3,175.7,0.0,0,12.81,0,0,0,0,0,1181593.01,False,False,False,False,False,False,False,False,175.7,6,0
4,4,199.5,0.0,8,0.56,1,0,1,1,1,698562.27,False,False,False,True,False,False,False,False,199.5,8,0
6,5,259.2,0.0,4,1.21,1,0,0,0,1,1029861.88,False,False,False,True,False,False,False,False,259.2,11,0
2,2,136.8,0.0,20,1.02,1,0,1,1,0,1007938.69,False,False,False,False,True,False,False,False,136.8,4,0
6,5,308.1,431.9,13,0.85,1,0,1,0,0,2967654.02,False,False,False,False,True,True,False,False,308.1,11,0
4,4,221.0,0.0,3,1.23,0,0,0,1,1,1104805.3,False,True,False,False,False,False,False,False,221.0,8,0
2,1,122.5,281.2,1,6.18,0,0,0,1,0,790371.02,False,False,True,False,False,True,False,False,122.5,3,0
3,3,169.1,383.4,28,3.01,1,0,0,1,1,1448393.27,False,False,False,False,False,False,True,False,169.1,6,0
4,4,218.9,496.9,2,1.43,0,0,0,1,0,2501636.93,False,False,False,False,False,False,False,True,218.9,8,0
2,2,150.4,280.5,12,4.78,0,0,0,1,1,1048728.09,False,True,False,False,False,False,False,True,150.4,4,0
4,4,247.1,0.0,18,3.43,1,0,0,0,0,1936190.83,False,False,False,False,False,False,False,False,247.1,8,0
2,2,142.9,310.9,14,3.67,0,0,1,0,1,403162.08,False,False,False,True,False,False,True,False,142.9,4,0
3,2,174.6,414.0,21,1.88,1,0,1,0,1,1365412.7,False,False,False,False,False,False,True,False,174.6,5,0
2,2,178.9,363.0,18,10.39,0,0,0,0,0,743862.05,False,False,True,False,False,False,False,True,178.9,4,0
4,3,174.1,283.1,22,25.68,1,0,0,0,0,964543.91,False,False,False,False,False,False,False,True,174.1,7,1
4,4,224.6,0.0,8,1.11,1,0,0,0,1,1558265.91,False,False,False,False,False,False,False,False,224.6,8,0
4,3,202.4,0.0,17,3.36,0,0,1,0,1,1388585.11,False,False,False,False,False,False,False,False,202.4,7,0
6,5,298.7,710.1,4,20.02,1,0,1,1,1,1570263.09,False,False,True,False,False,False,False,True,298.7,11,1
3,2,218.7,381.9,1,17.56,0,0,1,0,0,751782.26,True,False,False,False,False,True,False,False,218.7,5,1
3,3,166.5,243.3,28,1.06,0,0,1,1,1,1196087.99,False,False,False,False,False,True,False,False,166.5,6,0
3,3,189.5,275.0,17,12.69,1,0,1,1,1,1196942.05,False,True,False,False,False,True,False,False,189.5,6,0
4,3,192.9,414.9,29,7.19,1,0,1,0,0,892477.37,False,False,True,False,False,True,False,False,192.9,7,0
6,6,249.7,525.3,26,8.16,1,0,1,1,0,1463066.03,False,False,False,False,True,False,True,False,249.7,12,0
5,5,269.1,672.5,0,5.93,1,0,1,1,0,3916053.8,False,False,False,False,False,True,False,False,269.1,10,0
2,2,156.1,240.0,10,31.72,0,0,1,1,1,523487.82,False,True,False,False,False,False,False,True,156.1,4,1
3,3,121.7,219.5,12,15.5,1,0,0,0,0,1216604.36,False,False,False,False,False,True,False,False,121.7,6,1
1,1,120.7,297.4,1,16.18,0,0,0,1,1,1095512.49,False,False,False,False,False,False,False,True,120.7,2,1
3,3,202.0,0.0,23,1.39,1,0,1,0,0,847850.65,False,True,False,False,False,False,False,False,202.0,6,0
5,5,261.6,0.0,18,2.21,0,0,0,0,0,1163989.2,False,True,False,False,False,False,False,False,261.6,10,0
4,4,223.7,0.0,1,1.16,1,0,0,1,0,947252.06,True,False,False,False,False,False,False,False,223.7,8,0
3,3,179.5,0.0,29,3.15,0,0,0,1,1,480836.39,True,False,False,False,False,False,False,False,179.5,6,0
4,3,222.7,0.0,28,3.27,0,0,0,0,1,1437227.37,False,False,False,False,False,False,False,False,222.7,7,0
4,3,176.4,0.0,5,24.18,1,0,0,1,1,1074232.4,False,False,False,False,False,False,False,False,176.4,7,1
2,2,97.3,175.5,29,2.59,1,0,1,0,0,498562.46,False,True,False,False,False,False,True,False,97.3,4,0
2,1,124.8,195.0,25,8.67,0,0,1,1,0,1190772.26,False,False,False,False,False,False,False,True,124.8,3,0
4,3,232.0,376.7,4,20.04,0,0,0,0,1,1040805.54,False,True,False,False,False,False,False,True,232.0,7,1
5,4,251.8,448.5,16,14.83,0,0,0,1,0,702794.65,False,False,False,True,False,False,False,True,251.8,9,0
4,4,210.9,390.3,29,10.08,0,0,1,0,0,1374795.59,False,False,False,False,False,False,False,True,210.9,8,0
5,4,236.2,284.1,20,11.86,0,0,1,1,0,2470951.1,False,False,False,False,False,True,False,False,236.2,9,0
5,5,222.9,0.0,17,0.53,1,0,1,0,1,1086288.99,False,True,False,False,False,False,False,False,222.9,10,0
5,5,205.8,0.0,3,33.29,0,0,0,1,0,1180189.5,False,False,False,False,False,False,False,False,205.8,10,1
3,3,153.5,267.3,25,5.12,0,0,1,0,1,574468.96,False,False,True,False,False,False,True,False,153.5,6,0
3,3,151.5,304.4,9,2.08,1,0,0,0,1,1417454.89,False,False,False,False,False,False,False,True,151.5,6,0
2,1,157.8,0.0,11,11.18,0,0,1,1,0,579969.88,False,True,False,False,False,False,False,False,157.8,3,0
3,2,139.5,298.6,12,10.72,0,0,1,0,0,599323.99,False,True,False,False,False,False,True,False,139.5,5,0
3,3,182.3,316.9,0,0.84,0,0,1,0,0,1738119.15,False,True,False,False,False,True,False,False,182.3,6,0
4,4,201.6,255.8,12,3.62,0,0,1,0,0,1024877.47,True,False,False,False,False,True,False,False,201.6,8,0
4,4,217.2,504.7,20,1.77,0,0,1,0,0,1869951.77,False,False,False,False,False,False,False,True,217.2,8,0
6,6,292.3,0.0,29,9.84,0,0,1,1,0,877867.63,False,True,False,False,False,False,False,False,292.3,12,0
3,2,197.9,318.5,22,1.24,1,0,1,0,0,904289.86,True,False,False,False,False,True,False,False,197.9,5,0
2,1,179.1,438.7,28,9.18,0,1,1,1,0,856458.85,False,False,True,False,False,False,False,True,179.1,3,0
2,2,160.9,246.3,29,2.08,1,0,1,1,1,1331367.47,False,False,False,False,False,False,True,False,160.9,4,0
5,4,198.4,0.0,10,44.24,0,0,1,0,1,545524.36,False,True,False,False,False,False,False,False,198.4,9,1
3,3,150.9,320.4,27,4.91,1,0,0,0,1,547271.73,True,False,False,False,False,True,False,False,150.9,6,0
6,6,315.0,0.0,10,0.8,0,0,1,1,0,2078502.8,False,False,False,False,True,False,False,False,315.0,12,0
2,2,154.8,256.9,9,1.64,0,0,0,0,1,938232.77,False,False,False,False,True,False,True,False,154.8,4,0
4,4,174.8,371.5,0,7.97,0,0,1,0,0,1335149.52,False,False,False,False,True,True,False,False,174.8,8,0
6,6,258.9,483.0,26,17.81,0,0,1,0,1,1279160.89,False,True,False,False,False,True,False,False,258.9,12,1
4,4,201.0,370.5,21,2.62,1,0,1,1,1,934621.04,True,False,False,False,False,True,False,False,201.0,8,0
3,3,185.4,0.0,5,6.06,1,0,0,0,0,1402010.71,False,False,False,False,False,False,False,False,185.4,6,0
3,3,200.7,398.4,3,13.31,1,0,0,0,1,1686796.06,False,False,False,False,False,False,True,False,200.7,6,0
2,2,180.7,284.7,27,28.91,0,1,0,0,0,852241.58,False,False,False,False,False,False,False,True,180.7,4,1
2,1,135.9,0.0,21,10.97,0,0,0,1,1,735461.39,False,False,False,False,False,False,False,False,135.9,3,0
1,1,126.6,312.0,8,6.68,0,0,1,1,1,917545.93,False,False,True,False,False,True,False,False,126.6,2,0
3,3,214.2,337.1,6,7.75,0,0,0,0,0,1074607.74,False,True,False,False,False,True,False,False,214.2,6,0
4,3,233.0,536.3,21,14.69,0,0,1,1,1,1786615.74,False,False,False,False,True,True,False,False,233.0,7,0
3,2,175.9,0.0,6,3.69,0,0,1,1,1,1163073.32,False,False,False,False,True,False,False,False,175.9,5,0
3,2,134.3,237.2,4,25.03,0,0,1,0,0,556657.42,False,False,True,False,False,True,False,False,134.3,5,1
3,2,211.0,402.4,9,6.08,1,0,1,0,0,1032626.18,False,False,False,False,True,False,True,False,211.0,5,0
3,3,154.3,359.2,21,10.43,1,1,1,0,1,1477887.86,False,False,False,False,False,True,False,False,154.3,6,0
4,4,232.3,333.5,17,1.92,1,1,1,0,0,2602220.36,False,False,False,False,False,False,False,True,232.3,8,0
4,4,221.8,305.6,22,3.66,0,0,1,0,1,2379042.03,False,False,False,False,False,True,False,False,221.8,8,0
3,3,170.2,0.0,17,11.74,1,0,0,0,1,1170452.22,False,False,False,False,False,False,False,False,170.2,6,0
2,1,101.4,216.7,3,5.89,0,1,1,0,0,1267119.42,False,False,False,False,False,False,False,True,101.4,3,0
4,4,122.8,203.1,0,13.99,0,0,0,0,0,878728.73,False,False,False,False,False,False,False,True,122.8,8,0
3,3,234.5,373.7,17,12.95,0,0,0,0,1,1489324.37,False,False,False,False,True,True,False,False,234.5,6,0
4,3,180.8,0.0,1,7.52,0,0,1,0,1,1236039.88,False,False,False,False,False,False,False,False,180.8,7,0
4,4,171.9,264.3,0,4.74,1,0,0,1,0,708049.58,False,False,False,True,False,False,True,False,171.9,8,0
5,5,279.0,372.2,28,17.5,1,1,1,1,1,997437.88,False,False,False,True,False,True,False,False,279.0,10,1
1,1,100.3,242.9,15,4.92,0,0,1,0,0,1058778.75,False,False,False,False,False,True,False,False,100.3,2,0
5,5,247.1,0.0,25,2.51,0,0,1,0,1,554424.66,False,False,False,True,False,False,False,False,247.1,10,0
5,4,224.1,301.6,13,5.4,0,0,0,1,1,1441297.37,False,False,True,False,False,False,False,True,224.1,9,0
6,6,277.8,567.4,6,20.9,1,0,0,0,0,2046210.01,False,False,False,False,False,True,False,False,277.8,12,1
4,3,184.9,240.0,4,26.18,1,1,1,0,0,1148888.98,False,False,False,False,True,True,False,False,184.9,7,1
6,6,289.9,374.8,25,8.43,0,1,1,1,0,2132067.22,False,False,False,False,True,True,False,False,289.9,12,0
2,1,159.9,261.9,9,5.36,1,0,0,1,0,1714173.67,False,False,False,False,False,False,False,True,159.9,3,0
3,3,186.9,397.1,4,20.73,1,0,1,1,0,832308.86,False,False,False,True,False,True,False,False,186.9,6,1
4,4,180.6,410.1,10,7.67,1,0,1,1,0,997709.02,True,False,False,False,False,True,False,False,180.6,8,0
5,5,271.4,0.0,27,8.7,0,0,1,0,0,505449.95,True,False,False,False,False,False,False,False,271.4,10,0
4,4,205.9,438.0,16,0.8,1,1,0,0,1,2806151.58,False,False,False,False,False,True,False,False,205.9,8,0
4,3,225.5,0.0,14,2.2,0,0,0,1,0,1763783.97,False,False,False,False,False,False,False,False,225.5,7,0
6,5,289.2,492.3,6,16.87,0,0,1,0,1,1543848.92,False,False,True,False,False,True,False,False,289.2,11,1
3,3,165.8,409.3,3,4.32,1,0,1,0,0,1459434.1,False,False,False,False,True,False,False,True,165.8,6,0
3,3,173.6,0.0,25,8.47,0,0,1,0,1,720521.86,False,False,False,False,True,False,False,False,173.6,6,0
4,4,202.2,248.5,11,5.52,1,0,1,0,0,1041519.18,False,False,True,False,False,False,True,False,202.2,8,0
1,1,104.1,211.3,19,6.22,1,0,1,1,1,521158.71,False,True,False,False,False,False,True,False,104.1,2,0
3,3,197.5,291.8,25,1.11,0,0,1,1,0,1313456.32,False,True,False,False,False,True,False,False,197.5,6,0
2,2,152.6,351.0,12,4.56,0,0,0,1,0,1309321.9,False,False,False,False,True,True,False,False,152.6,4,0
3,2,206.7,0.0,10,0.67,1,0,0,0,1,1702501.26,False,False,False,False,False,False,False,False,206.7,5,0
3,2,185.4,387.9,20,4.96,1,0,0,0,0,1436812.65,False,False,False,False,True,True,False,False,185.4,5,0
2,2,94.7,131.2,3,2.44,1,0,1,0,0,917738.47,False,True,False,False,False,True,False,False,94.7,4,0
4,4,192.2,307.3,8,10.36,0,0,1,0,1,1812612.37,False,False,False,False,False,False,True,False,192.2,8,0
6,5,261.2,644.1,10,7.1,1,0,1,1,1,2804035.97,False,False,False,False,True,True,False,False,261.2,11,0
3,2,140.6,0.0,8,0.84,0,0,1,1,0,1249175.95,False,False,False,False,False,False,False,False,140.6,5,0
3,2,142.8,0.0,14,33.67,1,0,1,0,1,346276.52,False,True,False,False,False,False,False,False,142.8,5,1
3,2,148.2,199.0,24,3.49,0,0,1,1,1,658351.63,True,False,False,False,False,True,False,False,148.2,5,0
2,2,152.2,336.4,8,3.98,0,1,1,0,0,1236137.57,False,True,False,False,False,True,False,False,152.2,4,0
1,1,64.5,85.1,2,2.02,1,0,0,1,0,822531.17,False,False,False,False,False,False,False,True,64.5,2,0
3,3,187.3,253.7,11,6.02,0,0,1,1,0,1830171.52,False,False,False,False,True,True,False,False,187.3,6,0
2,2,163.9,325.9,28,12.95,1,0,0,1,0,699395.68,False,True,False,False,False,True,False,False,163.9,4,0
2,2,155.1,0.0,7,3.71,0,0,0,0,1,1542018.27,False,False,False,False,False,False,False,False,155.1,4,0
4,4,202.9,276.3,13,9.24,0,0,1,0,1,999883.35,False,False,True,False,False,False,False,True,202.9,8,0
4,4,224.4,369.4,13,4.05,1,0,1,1,1,1416245.52,False,False,True,False,False,False,False,True,224.4,8,0
3,3,192.8,356.9,0,6.87,0,0,0,0,0,888230.67,False,True,False,False,False,False,True,False,192.8,6,0
3,3,182.3,0.0,13,50.51,1,0,0,0,1,495805.89,False,False,True,False,False,False,False,False,182.3,6,1
3,3,159.9,0.0,25,2.35,1,0,0,1,1,493403.07,False,False,False,True,False,False,False,False,159.9,6,0
4,3,199.4,347.3,13,1.15,1,0,0,1,1,2093687.58,False,False,False,False,False,False,False,True,199.4,7,0
4,4,251.6,0.0,28,3.15,1,0,0,0,0,695909.18,False,False,False,True,False,False,False,False,251.6,8,0
6,6,244.8,0.0,22,10.77,0,0,1,0,1,927726.48,False,True,False,False,False,False,False,False,244.8,12,0
5,4,240.2,569.5,23,7.29,1,0,1,1,0,1997043.87,False,False,False,False,False,False,True,False,240.2,9,0
4,4,200.2,0.0,20,7.98,0,0,1,0,0,968082.62,False,False,False,False,False,False,False,False,200.2,8,0
5,4,189.2,307.2,15,7.54,1,0,1,1,0,1559830.85,False,False,False,False,True,True,False,False,189.2,9,0
4,3,194.2,361.0,13,4.28,1,0,0,1,1,1353896.47,False,False,False,False,True,False,False,True,194.2,7,0
4,3,231.4,0.0,22,17.91,0,0,1,0,0,1155538.76,False,False,False,False,False,False,False,False,231.4,7,1
4,4,219.2,0.0,23,27.29,1,0,0,0,0,388543.02,True,False,False,False,False,False,False,False,219.2,8,1
3,3,181.1,0.0,10,22.63,1,0,0,0,1,888433.7,False,False,False,False,False,False,False,False,181.1,6,1
4,4,187.5,329.4,20,21.2,0,1,0,0,1,798711.32,False,False,True,False,False,True,False,False,187.5,8,1
3,2,202.0,338.3,14,2.21,0,0,0,1,0,2206552.21,False,False,False,False,False,False,False,True,202.0,5,0
4,4,230.2,338.5,5,0.89,1,0,0,0,0,2915113.45,False,False,False,False,False,False,True,False,230.2,8,0
5,5,243.9,0.0,0,7.59,0,0,0,1,1,838320.23,True,False,False,False,False,False,False,False,243.9,10,0
3,3,157.0,264.2,15,7.23,0,0,0,0,0,782020.17,False,False,True,False,False,False,False,True,157.0,6,0
4,4,185.9,0.0,2,2.07,0,0,0,1,0,700122.38,True,False,False,False,False,False,False,False,185.9,8,0
2,2,136.5,240.8,14,5.0,1,0,1,1,0,1548468.86,False,False,False,False,False,False,False,True,136.5,4,0
1,1,130.5,0.0,11,14.01,1,0,0,1,1,824442.31,False,False,False,False,True,False,False,False,130.5,2,0
5,5,271.4,0.0,22,16.66,1,0,0,0,1,747499.41,False,False,False,False,True,False,False,False,271.4,10,1
3,3,187.8,246.8,24,3.29,0,0,1,1,0,999817.08,False,True,False,False,False,False,False,True,187.8,6,0
4,3,193.3,0.0,24,14.61,1,0,0,1,1,625962.57,False,True,False,False,False,False,False,False,193.3,7,0
2,2,104.3,192.6,4,3.58,0,0,1,0,0,651123.07,False,False,True,False,False,False,False,True,104.3,4,0
3,3,183.4,269.1,18,28.22,1,0,0,0,1,802821.3,False,True,False,False,False,True,False,False,183.4,6,1
5,4,230.3,419.3,17,2.46,1,1,0,0,0,2071456.57,False,False,False,False,False,False,False,True,230.3,9,0
4,4,200.2,315.3,25,3.85,0,1,1,0,1,2537453.08,False,False,False,False,False,True,False,False,200.2,8,0
3,3,175.4,0.0,2,11.76,0,0,0,0,0,668550.3,False,False,True,False,False,False,False,False,175.4,6,0
5,4,242.9,0.0,7,16.52,1,0,0,1,0,985927.53,False,False,False,False,True,False,False,False,242.9,9,1
3,3,203.2,0.0,2,10.71,0,0,0,1,1,552634.59,False,False,True,False,False,False,False,False,203.2,6,0
2,2,164.7,208.2,15,5.42,0,0,0,0,0,1113470.16,False,False,False,False,False,False,False,True,164.7,4,0
3,3,151.8,0.0,19,5.68,1,0,0,0,1,1030264.63,False,False,False,False,False,False,False,False,151.8,6,0
5,5,256.0,0.0,10,4.48,0,0,0,0,1,1422643.0,False,False,False,False,False,False,False,False,256.0,10,0
3,3,164.0,199.4,28,3.84,1,0,0,0,1,613663.12,False,False,False,True,False,False,False,True,164.0,6,0
4,4,211.5,0.0,22,10.32,0,0,0,0,0,731358.13,False,True,False,False,False,False,False,False,211.5,8,0
